p_expressed	max_monomer_counts	max_mRNA_counts	cistron_idx	gene_name	cistron_name	protein_name
0.25	58	1	3064	G6519	G6519_RNA	G6519-MONOMER
0.25	58	1	3065	G6520	G6520_RNA	G6520-MONOMER
0.25	59	1	3066	G6521	G6521_RNA	G6521-MONOMER
0.25	65	1	3067	G6522	G6522_RNA	G6522-MONOMER
0.75	225	1	3069	G6527	G6527_RNA	G6527-MONOMER
0.75	216	1	3070	G6528	G6528_RNA	G6528-MONOMER
0.75	220	1	3071	G6529	G6529_RNA	G6529-MONOMER
0.75	205	1	3072	G6530	G6530_RNA	G6530-MONOMER
0.5	53	2	3074	G6532	G6532_RNA	G6532-MONOMER
0.5	25	2	3075	G6533	G6533_RNA	MONOMER0-4443
0.25	62	1	3076	G6534	G6534_RNA	MONOMER0-4244
0.25	6	1	3080	G6541	G6541_RNA	G6541-MONOMER
0.75	321	2	3088	G6549	G6549_RNA	G6549-MONOMER
0.75	82	1	3089	G6550	G6550_RNA	G6550-MONOMER
0.5	73	1	3091	G6552	G6552_RNA	G6552-MONOMER
0.75	44	2	3094	G6556	G6556_RNA	SARCOX-MONOMER
0.5	147	1	3095	G6557	G6557_RNA	G6557-MONOMER
0.75	174	2	3097	G6559	G6559_RNA	B1065-MONOMER
0.75	1360	2	3107	G6569	G6569_RNA	G6569-MONOMER
0.5	119	1	3108	G6570	G6570_RNA	G6570-MONOMER
0.5	1719	2	3115	G6577	G6577_RNA	MONOMER0-4534
0.5	119	2	3116	G6578	G6578_RNA	G6578-MONOMER
0.75	497	2	3117	G6579	G6579_RNA	G6579-MONOMER
0.75	671	2	3118	G6580	G6580_RNA	G6580-MONOMER
0.5	103	2	3119	G6581	G6581_RNA	G6581-MONOMER
0.5	106	2	3120	G6582	G6582_RNA	G6582-MONOMER
0.25	104	1	3121	G6583	G6583_RNA	G6583-MONOMER
0.25	109	1	3122	G6585	G6585_RNA	G6585-MONOMER
0.25	25	1	3126	G6589	G6589_RNA	G6589-MONOMER
0.25	22	1	3127	G6590	G6590_RNA	G6590-MONOMER
0.25	25	1	3128	G6591	G6591_RNA	G6591-MONOMER
0.25	21	1	3129	G6592	G6592_RNA	G6592-MONOMER
0.25	31	1	3130	G6593	G6593_RNA	G6593-MONOMER
0.25	20	1	3131	G6594	G6594_RNA	G6594-MONOMER
0.25	18	1	3132	G6595	G6595_RNA	G6595-MONOMER
0.25	24	1	3133	G6597	G6597_RNA	G6597-MONOMER
0.5	14	1	3134	G6598	G6598_RNA	G6598-MONOMER
0.25	49	1	3135	G6600	G6600_RNA	G6600-MONOMER
0.25	54	1	3138	G6603	G6603_RNA	G6603-MONOMER
0.25	137	1	3139	G6604	G6604_RNA	G6604-MONOMER
0.25	143	1	3140	G6605	G6605_RNA	G6605-MONOMER
0.25	112	1	3142	G6607	G6607_RNA	G6607-MONOMER
0.25	179	1	3155	G6623	G6623_RNA	G6623-MONOMER
0.5	29	1	3159	G6627	G6627_RNA	G6627-MONOMER
0.75	26	2	3161	G6629	G6629_RNA	G6629-MONOMER
0.75	77	2	3169	G6638	G6638_RNA	G6638-MONOMER
0.75	108	1	3171	G6640	G6640_RNA	G6640-MONOMER
0.5	200	1	3173	G6642	G6642_RNA	G6642-MONOMER
0.5	21	1	3174	G6643	G6643_RNA	B1296-MONOMER
0.5	529	1	3175	G6644	G6644_RNA	G6644-MONOMER
0.5	426	1	3176	G6645	G6645_RNA	G6645-MONOMER
0.25	40	1	3188	G6658	G6658_RNA	G6658-MONOMER
0.75	138	1	3202	G6672	G6672_RNA	G6672-MONOMER
0.5	94	1	3203	G6673	G6673_RNA	G6673-MONOMER
0.5	49	1	3216	G6689	G6689_RNA	G6689-MONOMER
0.75	107	1	3217	G6691	G6691_RNA	G6691-MONOMER
0.5	171	1	3221	G6697	G6697_RNA	G6697-MONOMER
0.5	334	1	3224	G6700	G6700_RNA	G6700-MONOMER
0.75	159	2	3226	G6702	G6702_RNA	G6702-MONOMER
0.75	418	2	3227	G6703	G6703_RNA	G6703-MONOMER
0.75	384	2	3228	G6704	G6704_RNA	G6704-MONOMER
0.25	153	1	3229	G6705	G6705_RNA	G6705-MONOMER
0.25	112	1	3240	G6717	G6717_RNA	G6717-MONOMER
0.25	231	2	3242	G6719	G6719_RNA	G6719-MONOMER
0.25	239	2	3243	G6720	G6720_RNA	G6720-MONOMER
0.5	193	2	3246	G6724	G6724_RNA	MONOMER0-4250
0.25	51	1	3247	G6725	G6725_RNA	G6725-MONOMER
0.25	38	1	3248	G6727	G6727_RNA	G6727-MONOMER
0.25	47	1	3249	G6728	G6728_RNA	G6728-MONOMER
0.25	37	1	3250	G6729	G6729_RNA	G6729-MONOMER
0.25	55	1	3256	G6738	G6738_RNA	G6738-MONOMER
0.25	65	1	3259	G6743	G6743_RNA	G6743-MONOMER
0.25	12	1	3260	G6744	G6744_RNA	B1433-MONOMER
0.75	137	1	3264	G6749	G6749_RNA	G6749-MONOMER
0.5	141	1	3274	G6759	G6759_RNA	G6759-MONOMER
0.75	232	2	3275	G6760	G6760_RNA	G6760-MONOMER
0.25	328	1	3278	G6763	G6763_RNA	G6763-MONOMER
0.25	2360	2	3279	G6764	G6764_RNA	ANSP-MONOMER
0.25	149	1	3281	G6766	G6766_RNA	G6766-MONOMER
0.5	145	1	3282	G6769	G6769_RNA	G6769-MONOMER
0.75	196	2	3286	G6774	G6774_RNA	G6774-MONOMER
0.25	147	1	3287	G6775	G6775_RNA	ADHP-MONOMER
0.75	313	2	3294	G6782	G6782_RNA	G6782-MONOMER
0.75	302	2	3295	G6783	G6783_RNA	G6783-MONOMER
0.75	153	1	3296	G6784	G6784_RNA	G6784-MONOMER
0.5	5	1	3297	G6785	G6785_RNA	G6785-MONOMER
0.25	79	1	3299	G6787	G6787_RNA	G6787-MONOMER
0.25	75	1	3304	G6792	G6792_RNA	G6792-MONOMER
0.25	71	1	3305	G6793	G6793_RNA	G6793-MONOMER
0.25	67	1	3306	G6794	G6794_RNA	G6794-MONOMER
0.5	67	1	3307	G6795	G6795_RNA	G6795-MONOMER
0.5	55	1	3308	G6798	G6798_RNA	G6798-MONOMER
0.25	30	1	3309	G6799	G6799_RNA	G6799-MONOMER
0.25	29	1	3310	G6800	G6800_RNA	YDEX-MONOMER
0.25	30	1	3311	G6801	G6801_RNA	YDEY-MONOMER
0.25	28	1	3312	G6802	G6802_RNA	YDEZ-MONOMER
0.25	19	1	3313	G6803	G6803_RNA	YNEA-MONOMER
0.25	21	1	3314	G6804	G6804_RNA	G6804-MONOMER
0.5	104	1	3315	G6805	G6805_RNA	G6805-MONOMER
0.5	90	1	3320	G6810	G6810_RNA	G6810-MONOMER
0.5	154	1	3321	G6811	G6811_RNA	G6811-MONOMER
0.75	201	1	3327	G6817	G6817_RNA	B1543-MONOMER
0.75	34	1	3328	G6818	G6818_RNA	G6818-MONOMER
0.75	155	3	3341	G6831	G6831_RNA	G6831-MONOMER
0.25	124	1	3343	G6833	G6833_RNA	G6833-MONOMER
0.25	128	1	3344	G6834	G6834_RNA	G6834-MONOMER
0.25	85	1	3345	G6835	G6835_RNA	G6835-MONOMER
0.25	99	1	3346	G6838	G6838_RNA	G6838-MONOMER
0.75	102	1	3347	G6839	G6839_RNA	G6839-MONOMER
0.5	99	1	3352	G6844	G6844_RNA	G6844-MONOMER
0.5	91	1	3353	G6845	G6845_RNA	G6845-MONOMER
0.5	78	1	3354	G6846	G6846_RNA	G6846-MONOMER
0.5	12	1	3355	G6847	G6847_RNA	G6847-MONOMER
0.5	124	1	3356	G6848	G6848_RNA	G6848-MONOMER
0.5	158	1	3357	G6849	G6849_RNA	G6849-MONOMER
0.5	39	1	3358	G6850	G6850_RNA	YNFJ-MONOMER
0.75	142	2	3359	G6851	G6851_RNA	G6851-MONOMER
0.5	374	1	3360	G6852	G6852_RNA	PD01896
0.75	265	1	3361	G6853	G6853_RNA	G6853-MONOMER
0.5	9	1	3362	G6854	G6854_RNA	B1596-MONOMER
0.25	85	1	3366	G6858	G6858_RNA	B1600-MONOMER
0.25	39	1	3368	G6860	G6860_RNA	G6860-MONOMER
0.25	1764	1	3369	G6861	G6861_RNA	ARCD-MONOMER
0.75	405	2	3376	G6868	G6868_RNA	G6868-MONOMER
0.75	125	2	3377	G6869	G6869_RNA	G6869-MONOMER
0.75	131	2	3378	G6870	G6870_RNA	G6870-MONOMER
0.75	167	2	3379	G6871	G6871_RNA	G6871-MONOMER
0.75	188	2	3380	G6872	G6872_RNA	G6872-MONOMER
0.75	141	2	3381	G6873	G6873_RNA	G6873-MONOMER
0.75	126	2	3382	G6874	G6874_RNA	G6874-MONOMER
0.75	186	2	3383	G6875	G6875_RNA	G6875-MONOMER
0.25	179	1	3384	G6876	G6876_RNA	G6876-MONOMER
0.5	5978	1	3387	G6879	G6879_RNA	PDXY-MONOMER
0.75	240	2	3390	G6882	G6882_RNA	G6882-MONOMER
0.75	156	2	3391	G6883	G6883_RNA	G6883-MONOMER
0.75	47	2	3392	G6884	G6884_RNA	G6884-MONOMER
0.25	89	1	3396	G6888	G6888_RNA	G6888-MONOMER
0.5	351	1	3397	G6889	G6889_RNA	G6889-MONOMER
0.75	502	1	3400	G6892	G6892_RNA	G6892-MONOMER
0.25	247	1	3403	G6895	G6895_RNA	G6895-MONOMER
0.25	182	1	3404	G6896	G6896_RNA	G6896-MONOMER
0.25	220	1	3405	G6897	G6897_RNA	G6897-MONOMER
0.25	182	1	3406	G6898	G6898_RNA	G6898-MONOMER
0.25	199	1	3407	G6899	G6899_RNA	G6899-MONOMER
0.25	199	1	3408	G6900	G6900_RNA	G6900-MONOMER
0.25	215	1	3409	G6901	G6901_RNA	G6901-MONOMER
0.25	46	1	3425	G6918	G6918_RNA	G6918-MONOMER
0.25	11	1	3426	G6919	G6919_RNA	G6919-MONOMER
0.25	14	1	3427	G6920	G6920_RNA	G6920-MONOMER
0.25	12	1	3428	G6921	G6921_RNA	G6921-MONOMER
0.25	16	1	3429	G6922	G6922_RNA	G6922-MONOMER
0.5	211	1	3439	G6934	G6934_RNA	G6934-MONOMER
0.75	185	1	3440	G6935	G6935_RNA	G6935-MONOMER
0.25	35	1	3444	G6939	G6939_RNA	G6939-MONOMER
0.25	23	1	3445	G6940	G6940_RNA	SUCCGLUDESUCC-MONOMER
0.25	9062	1	3446	G6941	G6941_RNA	SUCCARGDIHYDRO-MONOMER
0.25	27	1	3447	G6942	G6942_RNA	SUCCGLUALDDEHYD-MONOMER
0.25	1874	1	3448	G6943	G6943_RNA	ARGSUCCTRAN-MONOMER
0.25	223	1	3456	G6951	G6951_RNA	YNJD-MONOMER
0.75	143	1	3457	G6952	G6952_RNA	G6952-MONOMER
0.5	323	2	3460	G6955	G6955_RNA	G6955-MONOMER
0.5	429	3	3461	G6956	G6956_RNA	G6956-MONOMER
0.75	208	2	3470	G6966	G6966_RNA	G6966-MONOMER
0.25	112	1	3474	G6970	G6970_RNA	G6970-MONOMER
0.75	236	1	3479	G6975	G6975_RNA	G6975-MONOMER
0.25	586	1	3480	G6976	G6976_RNA	G6976-MONOMER
0.25	42	2	3487	G6983	G6983_RNA	G6983-MONOMER
0.75	242	2	3488	G6984	G6984_RNA	G6984-MONOMER
0.75	231	2	3489	G6985	G6985_RNA	G6985-MONOMER
0.25	21	1	3492	G6988	G6988_RNA	G6988-MONOMER
0.25	27	1	3499	G6995	G6995_RNA	G6995-MONOMER
0.75	141	2	3500	G6996	G6996_RNA	G6996-MONOMER
0.75	84	2	3501	G6997	G6997_RNA	G6997-MONOMER
0.25	2732	1	3507	G7003	G7003_RNA	G7003-MONOMER
0.75	32	1	3509	G7005	G7005_RNA	G7005-MONOMER
0.75	60	1	3510	G7006	G7006_RNA	G7006-MONOMER
0.5	345	2	3513	G7009	G7009_RNA	G7009-MONOMER
0.5	84	1	3514	G7010	G7010_RNA	G7010-MONOMER
0.75	172	2	3529	G7025	G7025_RNA	G7025-MONOMER
0.75	122	1	3532	G7028	G7028_RNA	G7028-MONOMER
0.75	145	1	3533	G7029	G7029_RNA	MONOMER0-4445
0.25	67	1	3534	G7030	G7030_RNA	MONOMER0-4225
0.5	144	1	3541	G7039	G7039_RNA	G7039-MONOMER
0.75	188	1	3544	G7046	G7046_RNA	G7046-MONOMER
0.5	89	1	3545	G7048	G7048_RNA	G7048-MONOMER
0.75	389	2	3546	G7049	G7049_RNA	G7049-MONOMER
0.75	301	2	3548	G7051	G7051_RNA	G7051-MONOMER
0.5	127	1	3551	G7057	G7057_RNA	G7057-MONOMER
0.5	117	1	3552	G7058	G7058_RNA	G7058-MONOMER
0.5	108	1	3553	G7059	G7059_RNA	G7059-MONOMER
0.25	44	1	3554	G7060	G7060_RNA	G7060-MONOMER
0.25	17	1	3555	G7061	G7061_RNA	G7061-MONOMER
0.5	8	1	3557	G7063	G7063_RNA	G7063-MONOMER
0.25	255	1	3560	G7068	G7068_RNA	G7068-MONOMER
0.5	51	1	3561	G7070	G7070_RNA	YEEO-MONOMER
0.5	74	1	3563	G7072	G7072_RNA	G7072-MONOMER
0.5	70	1	3564	G7073	G7073_RNA	G7073-MONOMER
0.75	512	1	3565	G7074	G7074_RNA	G7074-MONOMER
0.75	60	1	3566	G7076	G7076_RNA	MONOMER0-4446
0.75	162	2	3567	G7077	G7077_RNA	MONOMER0-4251
0.25	76	1	3568	G7080	G7080_RNA	G7080-MONOMER
0.25	71	1	3569	G7081	G7081_RNA	G7081-MONOMER
0.25	72	1	3570	G7082	G7082_RNA	G7082-MONOMER
0.25	73	1	3571	G7083	G7083_RNA	G7083-MONOMER
0.25	74	1	3572	G7084	G7084_RNA	G7084-MONOMER
0.25	56	1	3573	G7085	G7085_RNA	G7085-MONOMER
0.25	111	1	3584	G7096	G7096_RNA	G7096-MONOMER
0.25	98	1	3585	G7097	G7097_RNA	G7097-MONOMER
0.25	152	1	3586	G7098	G7098_RNA	G7098-MONOMER
0.25	161	1	3587	G7099	G7099_RNA	G7099-MONOMER
0.25	165	1	3588	G7100	G7100_RNA	G7100-MONOMER
0.25	149	1	3589	G7101	G7101_RNA	G7101-MONOMER
0.25	5	1	3590	G7102	G7102_RNA	G7102-MONOMER
0.25	4	1	3591	G7103	G7103_RNA	G7103-MONOMER
0.25	9	1	3592	G7104	G7104_RNA	G7104-MONOMER
0.25	5	1	3593	G7105	G7105_RNA	G7105-MONOMER
0.25	9	1	3594	G7106	G7106_RNA	G7106-MONOMER
0.75	270	2	3605	G7118	G7118_RNA	G7118-MONOMER
0.25	31	1	3606	G7119	G7119_RNA	G7119-MONOMER
0.75	314	1	3607	G7122	G7122_RNA	G7122-MONOMER
0.25	56	1	3608	G7123	G7123_RNA	G7123-MONOMER
0.25	58	1	3609	G7125	G7125_RNA	MONOMER0-4245
0.75	184	1	3615	G7132	G7132_RNA	G7132-MONOMER
0.5	124	1	3616	G7133	G7133_RNA	G7133-MONOMER
0.5	362	1	3618	G7135	G7135_RNA	HMP-P-KIN-MONOMER
0.5	247	2	3619	G7137	G7137_RNA	G7137-MONOMER
0.25	47	1	3622	G7144	G7144_RNA	G7144-MONOMER
0.75	245	1	3623	G7145	G7145_RNA	G7145-MONOMER
0.25	1910	1	3627	G7150	G7150_RNA	MONOMER0-4238
0.25	57	1	3628	G7152	G7152_RNA	G7152-MONOMER
0.25	112	1	3629	G7153	G7153_RNA	G7153-MONOMER
0.25	118	1	3630	G7156	G7156_RNA	G7156-MONOMER
0.25	105	1	3631	G7158	G7158_RNA	G7158-MONOMER
0.25	80	1	3632	G7159	G7159_RNA	B2246-MONOMER
0.25	149	1	3633	G7160	G7160_RNA	G7160-MONOMER
0.25	77	1	3635	G7162	G7162_RNA	G7162-MONOMER
0.5	19	1	3637	G7164	G7164_RNA	G7164-MONOMER
0.75	137	2	3638	G7165	G7165_RNA	G7165-MONOMER
0.75	180	2	3639	G7166	G7166_RNA	G7166-MONOMER
0.75	124	2	3640	G7167	G7167_RNA	G7167-MONOMER
0.75	174	2	3641	G7168	G7168_RNA	G7168-MONOMER
0.75	135	2	3642	G7169	G7169_RNA	G7169-MONOMER
0.75	184	2	3643	G7170	G7170_RNA	G7170-MONOMER
0.75	368	2	3644	G7171	G7171_RNA	G7171-MONOMER
0.75	683	1	3656	G7184	G7184_RNA	G7184-MONOMER
0.25	10	1	3657	G7185	G7185_RNA	G7185-MONOMER
0.25	73	1	3661	G7189	G7189_RNA	G7189-MONOMER
0.5	83	1	3665	G7193	G7193_RNA	G7193-MONOMER
0.25	136	1	3669	G7197	G7197_RNA	G7197-MONOMER
0.75	4	1	3670	G7198	G7198_RNA	B2322-MONOMER
0.5	18	1	3674	G7202	G7202_RNA	G7202-MONOMER
0.5	56	1	3675	G7203	G7203_RNA	G7203-MONOMER
0.5	71	1	3676	G7204	G7204_RNA	G7204-MONOMER
0.5	58	1	3677	G7205	G7205_RNA	G7205-MONOMER
0.5	82	1	3678	G7206	G7206_RNA	G7206-MONOMER
0.25	2	1	3679	G7207	G7207_RNA	G7207-MONOMER
0.75	26	1	3681	G7211	G7211_RNA	G7211-MONOMER
0.75	76	1	3682	G7212	G7212_RNA	G7212-MONOMER
0.75	633	1	3683	G7213	G7213_RNA	G7213-MONOMER
0.25	12	1	3684	G7214	G7214_RNA	G7214-MONOMER
0.75	582	2	3687	G7217	G7217_RNA	G7217-MONOMER
0.25	84	1	3706	G7238	G7238_RNA	G7238-MONOMER
0.25	40	1	3707	G7239	G7239_RNA	G7239-MONOMER
0.75	189	1	3710	G7242	G7242_RNA	G7242-MONOMER
0.75	229	1	3711	G7243	G7243_RNA	G7243-MONOMER
0.75	412	1	3712	G7244	G7244_RNA	G7244-MONOMER
0.25	62	1	3718	G7250	G7250_RNA	G7250-MONOMER
0.5	244	2	3723	G7256	G7256_RNA	G7256-MONOMER
0.5	1356	2	3726	G7259	G7259_RNA	PDXK-MONOMER
0.5	113	2	3727	G7260	G7260_RNA	G7260-MONOMER
0.5	599	2	3729	G7262	G7262_RNA	G7262-MONOMER
0.5	133	2	3730	G7263	G7263_RNA	G7263-MONOMER
0.5	316	1	3731	G7264	G7264_RNA	MONOMER0-5
0.75	51	1	3736	G7269	G7269_RNA	G7269-MONOMER
0.75	256	1	3737	G7270	G7270_RNA	G7270-MONOMER
0.25	146	1	3739	G7272	G7272_RNA	G7272-MONOMER
0.25	54	1	3742	G7275	G7275_RNA	G7275-MONOMER
0.25	53	1	3743	G7276	G7276_RNA	G7276-MONOMER
0.75	1151	2	3746	G7279	G7279_RNA	G7279-MONOMER
0.25	309	1	3760	G7293	G7293_RNA	MALIC-NADP-MONOMER
0.25	140	1	3764	G7298	G7298_RNA	G7298-MONOMER
0.25	76	1	3765	G7300	G7300_RNA	MONOMER0-154
0.25	156	1	3766	G7301	G7301_RNA	MONOMER0-141
0.25	150	1	3767	G7302	G7302_RNA	MONOMER0-142
0.25	155	1	3768	G7303	G7303_RNA	MONOMER0-143
0.25	895	1	3769	G7304	G7304_RNA	MONOMER0-150
0.25	74	1	3770	G7305	G7305_RNA	MONOMER0-144
0.25	233	1	3771	G7306	G7306_RNA	MONOMER0-151
0.25	132	1	3772	G7307	G7307_RNA	G7307-MONOMER
0.25	84	1	3773	G7308	G7308_RNA	G7308-MONOMER
0.75	296	2	3775	G7310	G7310_RNA	G7310-MONOMER
0.25	18	1	3778	G7313	G7313_RNA	G7313-MONOMER
0.75	557	2	3782	G7317	G7317_RNA	G7317-MONOMER
0.5	13	1	3786	G7321	G7321_RNA	G7321-MONOMER
0.5	20	1	3787	G7322	G7322_RNA	G7322-MONOMER
0.75	3667	1	3795	G7330	G7330_RNA	HCAT-MONOMER
0.75	206	1	3800	G7337	G7337_RNA	G7337-MONOMER
0.75	7	1	3801	G7338	G7338_RNA	G7338-MONOMER
0.5	53	1	3806	G7343	G7343_RNA	G7343-MONOMER
0.75	48	1	3807	G7344	G7344_RNA	G7344-MONOMER
0.75	356	2	3808	G7345	G7345_RNA	G7345-MONOMER
0.75	172	1	3811	G7348	G7348_RNA	G7348-MONOMER
0.75	24	1	3812	G7349	G7349_RNA	G7349-MONOMER
0.5	184	1	3818	G7358	G7358_RNA	G7358-MONOMER
0.25	63	1	3819	G7359	G7359_RNA	G7359-MONOMER
0.75	26	1	3820	G7360	G7360_RNA	G7360-MONOMER
0.75	116	1	3821	G7361	G7361_RNA	G7361-MONOMER
0.75	78	1	3822	G7362	G7362_RNA	G7362-MONOMER
0.25	30	1	3823	G7363	G7363_RNA	G7363-MONOMER
0.25	22	1	3826	G7366	G7366_RNA	G7366-MONOMER
0.25	19	1	3827	G7367	G7367_RNA	G7367-MONOMER
0.5	300	1	3832	G7372	G7372_RNA	G7372-MONOMER
0.5	147	1	3833	G7373	G7373_RNA	G7373-MONOMER
0.25	49	1	3846	G7398	G7398_RNA	G7398-MONOMER
0.5	408	2	3854	G7408	G7408_RNA	G7408-MONOMER
0.25	57	1	3857	G7413	G7413_RNA	G7413-MONOMER
0.5	223	1	3859	G7415	G7415_RNA	G7415-MONOMER
0.25	86	2	3868	G7424	G7424_RNA	G7424-MONOMER
0.25	35	2	3869	G7425	G7425_RNA	G7425-MONOMER
0.25	91	2	3870	G7426	G7426_RNA	G7426-MONOMER
0.25	108	2	3871	G7427	G7427_RNA	G7427-MONOMER
0.25	103	2	3872	G7428	G7428_RNA	G7428-MONOMER
0.25	130	2	3873	G7429	G7429_RNA	G7429-MONOMER
0.25	0	1	3875	G7431	G7431_RNA	G7431-MONOMER
0.25	9	1	3876	G7432	G7432_RNA	G7432-MONOMER
0.25	15	1	3877	G7433	G7433_RNA	G7433-MONOMER
0.75	270	1	3884	G7442	G7442_RNA	G7442-MONOMER
0.75	133	3	3898	G7456	G7456_RNA	G7456-MONOMER
0.5	122	1	3906	G7464	G7464_RNA	G7464-MONOMER
0.25	140	1	3907	G7465	G7465_RNA	B2845-MONOMER
0.25	37	1	3914	G7473	G7473_RNA	G7473-MONOMER
0.25	90	1	3915	G7480	G7480_RNA	MONOMER0-4448
0.5	111	1	3916	G7481	G7481_RNA	MONOMER0-4252
0.25	51	1	3921	G7487	G7487_RNA	G7487-MONOMER
0.25	39	1	3923	G7489	G7489_RNA	G7489-MONOMER
0.5	45	1	3924	G7490	G7490_RNA	G7490-MONOMER
0.25	14	1	3925	G7491	G7491_RNA	G7491-MONOMER
0.25	239	1	3930	G7496	G7496_RNA	G7496-MONOMER
0.25	233	1	3931	G7497	G7497_RNA	G7497-MONOMER
0.25	167	1	3932	G7498	G7498_RNA	G7498-MONOMER
0.25	35	1	3933	G7499	G7499_RNA	G7499-MONOMER
0.25	44	1	3934	G7500	G7500_RNA	G7500-MONOMER
0.25	5	1	3935	G7501	G7501_RNA	YGFO-MONOMER
0.25	55	1	3936	G7502	G7502_RNA	G7502-MONOMER
0.25	147	1	3946	G7513	G7513_RNA	G7513-MONOMER
0.75	28	1	3947	G7514	G7514_RNA	G7514-MONOMER
0.75	19	1	3948	G7516	G7516_RNA	G7516-MONOMER
0.25	184	1	3949	G7517	G7517_RNA	G7517-MONOMER
0.5	368	2	3965	G7534	G7534_RNA	G7534-MONOMER
0.5	364	2	3966	G7535	G7535_RNA	G7535-MONOMER
0.25	255	1	3968	G7537	G7537_RNA	G7537-MONOMER
0.25	9	1	3969	G7538	G7538_RNA	G7538-MONOMER
0.25	23	1	3970	G7539	G7539_RNA	G7539-MONOMER
0.5	86	1	3971	G7541	G7541_RNA	G7541-MONOMER
0.25	6	1	3972	G7542	G7542_RNA	B2975-MONOMER
0.25	89	1	3973	G7543	G7543_RNA	G7543-MONOMER
0.25	101	1	3974	G7544	G7544_RNA	G7544-MONOMER
0.5	134	1	3976	G7546	G7546_RNA	G7546-MONOMER
0.25	10	1	3984	G7554	G7554_RNA	MONOMER0-145
0.5	250	1	3987	G7559	G7559_RNA	G7559-MONOMER
0.25	114	2	3993	G7568	G7568_RNA	G7568-MONOMER
0.25	35	1	3996	G7572	G7572_RNA	G7572-MONOMER
0.5	236	1	3997	G7573	G7573_RNA	G7573-MONOMER
0.25	86	1	4004	G7582	G7582_RNA	G7582-MONOMER
0.25	188	1	4005	G7583	G7583_RNA	MONOMER0-4253
0.25	86	1	4006	G7584	G7584_RNA	MONOMER0-4449
0.25	90	1	4007	G7586	G7586_RNA	G7586-MONOMER
0.5	72	1	4008	G7587	G7587_RNA	G7587-MONOMER
0.5	57	1	4009	G7588	G7588_RNA	G7588-MONOMER
0.5	137	1	4015	G7596	G7596_RNA	G7596-MONOMER
0.5	217	1	4018	G7599	G7599_RNA	G7599-MONOMER
0.5	178	1	4019	G7601	G7601_RNA	G7601-MONOMER
0.5	102	1	4020	G7602	G7602_RNA	G7602-MONOMER
0.25	45	1	4022	G7604	G7604_RNA	G7604-MONOMER
0.75	36	1	4024	G7606	G7606_RNA	G7606-MONOMER
0.25	39	1	4025	G7607	G7607_RNA	G7607-MONOMER
0.75	247	1	4032	G7614	G7614_RNA	G7614-MONOMER
0.25	259	1	4035	G7617	G7617_RNA	G7617-MONOMER
0.25	97	1	4040	G7622	G7622_RNA	G7622-MONOMER
0.25	330	1	4041	G7624	G7624_RNA	LSERINEDEAM3-MONOMER
0.25	274	1	4042	G7626	G7626_RNA	G7626-MONOMER
0.25	93	1	4050	G7636	G7636_RNA	G7636-MONOMER
0.5	312	2	4058	G7644	G7644_RNA	G7644-MONOMER
0.25	43	1	4059	G7645	G7645_RNA	G7645-MONOMER
0.25	164	1	4061	G7647	G7647_RNA	G7647-MONOMER
0.25	130	1	4062	G7648	G7648_RNA	G7648-MONOMER
0.75	724	1	4067	G7653	G7653_RNA	G7653-MONOMER
0.5	224	1	4068	G7654	G7654_RNA	G7654-MONOMER
0.75	63	3	4078	G7667	G7667_RNA	G7667-MONOMER
0.75	1628	2	4082	G7672	G7672_RNA	MONOMER0-4240
0.25	45	1	4083	G7673	G7673_RNA	G7673-MONOMER
0.75	198	1	4084	G7674	G7674_RNA	G7674-MONOMER
0.75	361	1	4085	G7675	G7675_RNA	G7675-MONOMER
0.75	223	1	4086	G7676	G7676_RNA	NANK-MONOMER
0.75	1005	1	4092	G7682	G7682_RNA	G7682-MONOMER
0.5	228	1	4093	G7683	G7683_RNA	G7683-MONOMER
0.75	69	1	4094	G7684	G7684_RNA	G7684-MONOMER
0.75	352	1	4095	G7685	G7685_RNA	G7685-MONOMER
0.75	413	1	4096	G7686	G7686_RNA	G7686-MONOMER
0.5	327	2	4097	G7687	G7687_RNA	G7687-MONOMER
0.25	54	1	4102	G7694	G7694_RNA	G7694-MONOMER
0.75	53	1	4138	G7733	G7733_RNA	G7733-MONOMER
0.75	42	1	4139	G7734	G7734_RNA	G7734-MONOMER
0.25	18	1	4140	G7735	G7735_RNA	G7735-MONOMER
0.25	17	1	4141	G7736	G7736_RNA	G7736-MONOMER
0.25	15	1	4142	G7737	G7737_RNA	G7737-MONOMER
0.25	20	1	4143	G7738	G7738_RNA	G7738-MONOMER
0.75	231	2	4146	G7741	G7741_RNA	G7741-MONOMER
0.25	28	1	4153	G7748	G7748_RNA	G7748-MONOMER
0.25	79	1	4154	G7750	G7750_RNA	G7750-MONOMER
0.75	104	1	4156	G7752	G7752_RNA	G7752-MONOMER
0.5	358	2	4157	G7753	G7753_RNA	G7753-MONOMER
0.75	327	1	4159	G7757	G7757_RNA	G7757-MONOMER
0.25	56	1	4160	G7758	G7758_RNA	G7758-MONOMER
0.25	460	1	4161	G7759	G7759_RNA	G7759-MONOMER
0.25	35	1	4162	G7761	G7761_RNA	MONOMER0-4226
0.25	212	1	4163	G7762	G7762_RNA	MONOMER0-4450
0.25	50	1	4166	G7769	G7769_RNA	MONOMER0-4241
0.5	184	1	4168	G7777	G7777_RNA	G7777-MONOMER
0.5	294	2	4178	G7823	G7823_RNA	G7823-MONOMER
